검색조건
대출기간,2022-01-01 ~ 2022-07-09
성별,전체
연령,20대, 30대
지역,전체
ISBN 부가기호,전체
주제,기술과학
세부주제,기술과학

제공기관 : 국립중앙도서관
데이터 제공일 : 2022-07-10
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"117","특허는 어떻게 돈이 되는가 :intellectual property & money ","문춘오 지음","미래지식","2015","","9788965841531","13320","502.9","20",
"117","(세상을 바꿀) 미래 과학 설명서","신나는 과학을 만드는 사람들,임현구 지음","다른","2017","1","9791156331650","44400","500","20",
"117","(누구나 따라 할 수 있는) 돈이 되는 발명·특허 ","김상준 지음","바이북스","2021","","9791158772673","03500","502.9","20",
"117","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9791164138234","77400","507.5","20",
"117","하루 동안 기술자 되어 보기 :아침부터 저녁까지 생활 속 기술을 찾아다니는 STEM 수업 ","낸시 딕맨 지음 ;서지희 옮김","더숲","2021","","9791190357746","74400","500","20",
"124","쑴풍쑴풍 쌍둥이","이지은","","2014","5","9788963833286","74800","508","19",
"124","(알기 쉽게 풀이한) 특허 콘서트 :세상의 법칙을 바꾸어준 특허에 관한 모든 것 ","김태수 지음","베이직북스","2016","","9791185160276","13300","502.9","19",
"126","말괄량이 바람 소녀와 풍력 발전 ","키스 네글리 글·그림 ;위문숙 옮김","김영사","2020","8","9788934991076","74500","500","18",
"126","유레카! :세상을 발칵 뒤집은 놀라운 발견과 발명 이야기 ","글쓴이: 마이크 골드스미스 ;옮긴이: 김은령","상상스쿨","2015","","9788993702736","73400","507","18",
"126","앗! 이런 발명가 와! 저런 발명품 :다이너마이트 피해는 노벨의 탓일까? ","글쓴이: 박주혜 ;그린이: 임혜경","동아엠앤비","2020","","9791163632566","74400","507.5","18",
"126","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9791164135189","77400","507.5","18",
"126","모든 것의 처음 :도구부터 과학, 예술, 제도까지 갖가지 발명의 첫 순간 ","스튜어트 로스 지음 ;강순이 옮김","홍시(홍시커뮤니케이션)","2020","","9791186198643","03900","509","18",
"131","2035 미래기술 미래사회 :1000명의 공학계 석학과 산업계 리더가 선정한 20년 후 당신과 한국을 먹여 살릴 20대 기술 ","이인식 지음","김영사","2016","","9788934973829","03500","502","17",
"131","로봇과 함께하는 세상 ","글: 소피 블리트만 ;옮긴이: 권지현","김영사","2021","","9788934983545","","500","17",
"131","신기한 비행기 이야기 :어떻게 날지? ","닐 클라크 글·그림 ;위문숙 옮김","김영사","2020","7","9788934991892","74500","500","17",
"131","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9788937883286","77400","507.5","17",
"131","어떻게 만들어졌을까? :세상 모든 물건이 우리에게 오기까지  ","빌 슬라빈,안솔미 옮김","문학수첩 리틀북","2009","","9788959760503","63500","507","17",
"131","이제 나도 발명가 ","롭 비티 지음 ;서애경 옮김","다림","2017","","9788961771474","73400","507.5","17",
"131","과학 잡학사전 :일상의 사물에 숨은 과학지식 ","와쿠이 요시유키,송은애 옮김","어젠다","2013","","9788997712083","","502","17",
"131","미래와 만날 준비 :더 나은 세상을 위한 기술철학의 제안들 ","손화철 쓰고 나수은 그림","책숲","2021","","9791186342350","43500","501","17",
"131","(특판남이 알려주는) 돈 되는 특허 AtoZ :아이디어 착상, 출원, 판매, 경매, 라이선싱으로 돈 되는 특허 만들기 ","지은이: 황진상","Golden rabbit(골든래빗)","2021","","9791197149825","93000","502.9","17",
"140","(재미있는) 미래 과학 이야기 ","글: 김수병 ;그림: 유남영","가나문화콘텐츠","2013","10","9788957365854","74500","500","16",
"140","어떻게 먹을까?","하늘땅 글;윤봉선 그림","","","24","9791128212178","","508","16",
"140","색방귀를 뿌웅!","고지혜 글;김유대 그림","","","19","9791128212321","","508","16",
"140","(세상을 바꿀) 미래 과학 설명서","신나는 과학을 만드는 사람들,임현구 지음","다른","2017","2","9791156331667","44400","500","16",
"140","(세상을 바꿀) 미래 과학 설명서","신나는 과학을 만드는 사람들,임현구 지음","다른","2017","3","9791156331674","44400","500","16",
"140","첨단과학이 번쩍번쩍 :미래를 여는 신기술 이야기 ","발레리오 로시 알베르티니,황지민 옮김","청어람미디어","2016","","9791158710286","74400","500","16",
"140","과학 영재로 만들어 주는 창의 팡팡 발명 놀이 ","글: 조지아 앰슨-브래드쇼 ;옮긴이: 김은영","이퍼블릭","2020","","9791160576245","73400","507.5","16",
"140","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9791164132553","77400","507.5","16",
"140","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9791164137633","77400","507.5","16",
"149","Why? 발명·발견","김민재 글·만화","예림당","2004","16","9788930206358","73500","507","15",
